43390	F d -3 m S	Mn Ni1.55 Ge0.45	Laves(cub)-Cu2Mg	Ternary Laves phases in the system Mn-Ni-Ge	Kuz&#39;ma, Y.V.;  Teslyuk, M.Y.;  Gladyshevskii, E.I.	Zhurnal Strukturnoi Khimii (Issue-No. from 1981) (1962) 3,  p156-p158
43457	P 4/m m m	Tl (Cu F3)	Perovskite-BaTiO3(tet)	Struktur und Magnetismus von ternaeren Kupfer(II)-Fluoriden	Ruedorff, W.;  Babel, D.	Naturwissenschaften (1962) 49,  p230-p230
43530	P 63/m m c	Mg Cu1.5 Ge0.5	Laves(2H)-MgZn2	Crystal structure of the ternary compound Mg Cu1.5 Ge0.5	Teslyuk, M.Y.;  Cherkashin, E.E.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR (1961) 1961, (9) p1172-p1174
43566	F -4 3 m	Cu Si2 P3	CuSi2P3	Neue ternaere halbleitende Phosphide Mg Ge P2, Cu Si2 P3 und Cu Ge2 P3	Folberth, O.G.;  Pfister, H.	Acta Crystallographica (1,1948-23,1967) (1961) 14,  p325-p326
43567	F -4 3 m	Cu Ge2 P3	CuSi2P3	Neue ternaere halbleitende Phosphide Mg Ge P2, Cu Si2 P3 und Cu Ge2 P3	Folberth, O.G.;  Pfister, H.	Acta Crystallographica (1,1948-23,1967) (1961) 14,  p325-p326
43618	I 4/m c m	K Cu F3	KCuF3(tI20)	The crystal structure of K Cu F3	Okazaki, A.;  Suemune, Y.	Journal of the Physical Society of Japan (1961) 16,  p176-p182
43823	I m a 2	Ag (C (C N)3)		The crystal structure of Ag C (C N)3	Konnert, J.;  Britton, D.	Inorganic Chemistry (1966) 5,  p1193-p1196
43847	P m -3 m	Al Co3 C	Perovskite-CaTiO3	Ternary carbides of transition metals with aluminum and magnesium	Huetter, L.J.;  Stadelmaier, H.H.	Acta Metallurgica (1958) 6,  p367-p370
43853	P m -3 m	Al Fe3 C	Perovskite-CaTiO3	On the nature of the epsilon-phase in iron-aluminum-carbon alloys	Palatnik, L.S.;  Tananko, I.A.;  Bobro, Y.G.	Kristallografiya (1964) 9,  p209-p212
43864	P m -3 m	Pt3 Al C	Perovskite-CaTiO3	Ternaere Kohlenstofflegierungen von Palladium und Platin mit Magnesium, Aluminium, Zink, Gallium, Germanium, Kadmium, Indium, Zinn, Quecksilber, Thallium und Blei	Stadelmaier, H.H.;  Hardy, W.K.	Zeitschrift fuer Metallkunde (1961) 52, (6) p391-p396
44180	I 4/m c m	Co4.75 Si2 B	Mo5Si3	X-ray investgigations on Me-Si-B systems (M= Mn. Fe, Co). I. Some features of the Co-Si-B system at 1000 C	Aronsson, B.;  Lundgren, G.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1959) 13,  p433-p441
44257	I -4 2 d	Cd Sn P2	Chalcopyrite-CuFeS2	Structural and electronic properties of narrow-gap A B C2 chalcopyrite semiconductors	Continenza, A.;  Massidda, S.;  Freeman, A.J.;  de Pascale, T.M.;  Meloni, F.;  Serra, M.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1992) 46,  p10070-p10077
44259	I -4 2 d	Cd Sn Sb2	Chalcopyrite-CuFeS2	Structural and electronic properties of narrow-gap A B C2 chalcopyrite semiconductors	Continenza, A.;  Massidda, S.;  Freeman, A.J.;  de Pascale, T.M.;  Meloni, F.;  Serra, M.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1992) 46,  p10070-p10077
44260	I -4 2 d	Cd Si P2	Chalcopyrite-CuFeS2	Structural and electronic properties of narrow-gap A B C2 chalcopyrite semiconductors	Continenza, A.;  Massidda, S.;  Freeman, A.J.;  de Pascale, T.M.;  Meloni, F.;  Serra, M.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1992) 46,  p10070-p10077
44262	I -4 2 d	Zn Si As2	Chalcopyrite-CuFeS2	Structural and electronic properties of narrow-gap A B C2 chalcopyrite semiconductors	Continenza, A.;  Massidda, S.;  Freeman, A.J.;  de Pascale, T.M.;  Meloni, F.;  Serra, M.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1992) 46,  p10070-p10077
44346	P -6 2 m	Ni6 Si2 B	InMg2	The structures of Ni6 Si2 B, Fe2 P and related phases	Rundqvist, S.;  Jellinek, F.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1959) 13,  p425-p432
44350	P m -3 m	Fe3 Ge C0.45	CxFe3Ge	Ueber ternaere Karbide der T-Metalle Nickel, Kobalt, Eisen und Mangan mit Germanium und Indium	Huetter, L.J.;  Stadelmaier, H.H.	Zeitschrift fuer Metallkunde (1959) 50,  p199-p203
44352	P m -3 m	Co3 In C0.75	Perovskite-CaTiO3	Ueber ternaere Karbide der T-Metalle Nickel, Kobalt, Eisen und Mangan mit Germanium und Indium	Huetter, L.J.;  Stadelmaier, H.H.	Zeitschrift fuer Metallkunde (1959) 50,  p199-p203
44353	P 4/m m m	Mn2 Co2 C	GaPt3C	Structural and magnetic properties of Mn-Co-C alloys	Holtzman, A.H.;  Conrad, G.P.II.	Journal of Applied Physics (1959) 30,  p103-p104
50592	I m m a	Gd Pd Si	CeCu2	Preparation and crystal structure of the equiatomic rare earth palladium silicides Nd Pd Si, Sm Pd Si, alpha-Gd Pd Si, and alpha-Tb Pd Si	Prots&#39;, Yu.M.;  Jeitschko, W.	Journal of Solid State Chemistry (1999) 142,  p130-p137
50593	P n m a	Gd Pd Si	AuCaGe	Preparation and crystal structure of the equiatomic rare earth palladium silicides Nd Pd Si, Sm Pd Si, alpha-Gd Pd Si, and alpha-Tb Pd Si	Prots&#39;, Yu.M.;  Jeitschko, W.	Journal of Solid State Chemistry (1999) 142,  p130-p137
50594	I 1 2/m 1	Hg2 P Cl2		Crystal structure of Hg2 P Cl2 and electronic structure of its main&quot;building unit&quot; - the (P2 Hg6) octahedron	Olenev, A.V.;  Shevel&#39;kov, A.V.;  Popovkin, B.A.	Journal of Solid State Chemistry (1999) 142,  p14-p18
86672	P n m a	Zn (N (C N)2)2		Buckled-layered structure of zinc dicyanamide, Zn(II) [N (C N)2]2	Manson, J.L.;  Lee, D.W.;  Rheingold, A.L.;  Miller, J.S.	Inorganic Chemistry (1998) 37,  p5966-p5967
86689	P 6/m m m	Ce0.88 Ni4.28 Si0.96	Cu5.4Yb.8	Crystal structure and magnetic properties of the compound Ce Ni5 Si	Moze, O.;  Brueck, E.;  Buschow, K.H.J.	Journal of Alloys and Compounds (1998) 281,  p123-p125
86690	I m m m	Hf3 Ni4 Ge4	Cu4Zr3Si4	New intermetallic compounds found in Hf-Ni-Ge and Hf-Pt-Ge systems	Nagata, Y.;  Sodeyama, K.;  Yashiro, S.;  Sasaki, H.;  Samata, H.;  Uchida, T.;  Lan, M.D.	Journal of Alloys and Compounds (1998) 281,  p112-p116
86691	P n m a	Hf Pt Ge	TiNiSi-MgSrSi	New intermetallic compounds found in Hf-Ni-Ge and Hf-Pt-Ge systems	Nagata, Y.;  Sodeyama, K.;  Yashiro, S.;  Sasaki, H.;  Samata, H.;  Uchida, T.;  Lan, M.D.	Journal of Alloys and Compounds (1998) 281,  p112-p116
86729	P -6 2 m	Tb12 Os5 C15	Dy12Mn5C15	Preparation and crystal structure of the ternary carbides R12 Os5 C15 with R = Y, Pr, Nd, Sm, Gd - Tm	Huefken, T.;  Wachtmann, K.H.;  Jeitschko, W.	Journal of Alloys and Compounds (1998) 281,  p233-p236
86730	P -6 2 m	Tb Ag Ge	ZrNiAl-Fe2P	Magnetic order in R Ag Ge (R = Gd - Er) intermetallic compounds	Baran, S.;  Hofmann, M.;  Leciejewicz, J.;  Penc, B.;  Slaski, M.;  Szytula, A.	Journal of Alloys and Compounds (1998) 281,  p92-p98
86731	P -6 2 m	Dy Ag Ge	ZrNiAl-Fe2P	Magnetic order in R Ag Ge (R = Gd - Er) intermetallic compounds	Baran, S.;  Hofmann, M.;  Leciejewicz, J.;  Penc, B.;  Slaski, M.;  Szytula, A.	Journal of Alloys and Compounds (1998) 281,  p92-p98
86732	P -6 2 m	Ho Ag Ge	ZrNiAl-Fe2P	Magnetic order in R Ag Ge (R = Gd - Er) intermetallic compounds	Baran, S.;  Hofmann, M.;  Leciejewicz, J.;  Penc, B.;  Slaski, M.;  Szytula, A.	Journal of Alloys and Compounds (1998) 281,  p92-p98
86733	P -6 2 m	Er Ag Ge	ZrNiAl-Fe2P	Magnetic order in R Ag Ge (R = Gd - Er) intermetallic compounds	Baran, S.;  Hofmann, M.;  Leciejewicz, J.;  Penc, B.;  Slaski, M.;  Szytula, A.	Journal of Alloys and Compounds (1998) 281,  p92-p98
86952	P n m a	U Pd Si	TiNiSi-MgSrSi	Commensurate and incommensurate magnetic order of U Pd Si	Prokes, K.;  Sechovsky, V.;  Robinson, R.A.;  Sonntag, R.;  Svoboda, P.;  de Boer, F.R.	Physica B, Condensed Matter (1998) 241,  p687-p689
87092	I 4 m m	Ce Fe Ge3	BaNiSn3	X-ray powder diffraction data and structure refinement of Ce Fe Ge3	Yan, J.-L.;  Wu, S.-W.;  Ou, X.-L.;  Zeng, L.-M.;  Hao, J.-M.	Powder Diffraction (1998) 13, (4) p241-p243
87157	P b c m	Sc Fe2 Si2	HfFe2Si2	Scandium-iron-silicon system	Gladyshevskii, E.I.;  Kotur, B.Ya.;  Bodak, O.I.;  Skvorchuk, V.P.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1977) 39, (3) p751-p754
87171	B 1 1 2/m	V2 (Co0.57 Si0.43)3		Crystal structure of the C-phase V2 (Co0.57 Si0.43)3 - new example of the structure of Zr4 Al3 - Mg Zn2 homologous series	Kripyakevich, P.I.;  Yarmolyuk, Ya.P.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1970) 1970, (11) p948-p951
87173	C m m m	U2 Ni2 Si7	Cr2Ni3B6	Crystal structure of the uranium nickel silicide compound U2 Ni2 Si7	Aksel&#39;rud, L.G.;  Yarmolyuk, Ya.P.;  Gladyshevskii, E.I.;  Hladyshevskii, E.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1975) 1975, (7) p643-p645
87174	P 4/n m m Z	Hf Cu Si2	ZrCuSiAs-CuHfSi2	Structure of the (hafnium, zirconium) - copper - (silicon, germanium) compounds Hf Cu Si2, Hf Cu Ge2, Zr Cu Si2 and Zr Cu Ge2	Andrukhiv, L.S.;  Lysenko, L.A.;  Yarmolyuk, Ya.P.;  Gladyshevskii, E.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1975) 1975, (7) p645-p648
280031	P n m a	Rb2 (Ag Cl3)	Ba2MnS3	Dirubidium catena-poly(dichloroargentate(I)-mue-chloro)	Hasselgren, C.;  Jagner, S.	Acta Crystallographica, Section C: Crystal Structure Communications (1999) 55,  p1208-p1210
280033	P 1 21/c 1	K (Au Br4)	KAuI4	Potassium tetrabromoaurate(III)	Omrani, H.;  Welter, R.;  Vangelisti, R.	Acta Crystallographica, Section C: Crystal Structure Communications (1999) 55,  p13-p14
280144	P n m a	Cs2 (Hg Cl4)	Cs2CuCl4	Modulated structures of Cs2 Hg Cl4: the 5a superstructure at 185K and the 3c superstructure at 176K	Bagautdinov, B.;  Pilz, K.;  Ludecke, J.;  van Smaalen, S.	Acta Crystallographica, Section B: Structural Science (1999) 55,  p886-p895
280145	P n m a	Cs2 (Hg Cl4)	Cs2CuCl4	Modulated structures of Cs2 Hg Cl4: the 5a superstructure at 185K and the 3c superstructure at 176K	Bagautdinov, B.;  Pilz, K.;  Ludecke, J.;  van Smaalen, S.	Acta Crystallographica, Section B: Structural Science (1999) 55,  p886-p895
401561	P 21 3	Eu Pt Ge	LaIrSi	Magnetic, electrical and 151Eu Moessbauer properties of Eu Pt Ge	Poettgen, R.;  Kremer, R.K.;  Schnelle, W.;  Muellmann, R.;  Mosel, B.D.	Journal of Materials Chemistry (1996) 6,  p635-p638
405322	P 63 m c	La Au Ge	LiGaGe	Crystal structure, magnetic susceptibility, electrical resistivity, specific heat and electronic band structure of R Au Ge (R= Sc, Y, La, Lu)	Schnelle, W.;  Poettgen, R.;  Kremer, K.;  Gmelin, E.;  Jepsen, O.	Journal of Physics: Condensed Matter (1997) 9,  p1435-p1450
405323	P 63 m c	Y Au Ge	LiGaGe	Crystal structure, magnetic susceptibility, electrical resistivity, specific heat and electronic band structure of R Au Ge (R= Sc, Y, La, Lu)	Schnelle, W.;  Poettgen, R.;  Kremer, R.K.;  Gmelin, E.;  Jepsen, O.	Journal of Physics: Condensed Matter (1997) 9,  p1435-p1450
410696	P n a 21	Cs2 (Zn I4)	K2ZnCl4	Crystal structure and symmetry mode analysis of the threefold superstructure of Cs2 Zn I4 at 104 K	Friese, K.;  Neubert, B.;  Madariaga, G.;  Breczewski, T.	Zeitschrift fuer Kristallographie (1979-2010) (1999) 214,  p659-p665
410868	P -6 m 2	Li (Ag C2)		Novel ternary alkali metal silver acetylides M(1) Ag C2 (M(1)= Li, Na, K, Rb, Cs)	Kockelmann, W.;  Ruschewitz, U.	Angewandte Chemie. International Edition (1999) 38,  p3492-p3495
410873	P 42/m m c	Cs (Ag C2)	KCuC2	Novel ternary alkali metal silver acetylides M(1) Ag C2 (M(1)= Li, Na, K, Rb, Cs)	Kockelmann, W.;  Ruschewitz, U.	Angewandte Chemie. International Edition (1999) 38,  p3492-p3495
410874	P 4/m m m	K (Ag C2)	RbCuC2	Novel ternary alkali metal silver acetylides M(1) Ag C2 (M(1)= Li, Na, K, Rb, Cs)	Kockelmann, W.;  Ruschewitz, U.	Angewandte Chemie. International Edition (1999) 38,  p3492-p3495
410958	P n -3 Z	Ag (W6 Br14)	PbMo6Cl14	The cluster compounds Ag (W6 Br14) and Ag2 (W6 Br14)	Zheng Yueqing;  Borrmann, H.;  Grin&#39;, Yu.;  Peters, K.;  von Schnering, H.G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1999) 625,  p2115-p2115
410959	P 1 21/c 1	Ag2 (W6 Br14)		The cluster compounds Ag (W6 Br14) and Ag2 (W6 Br14)	Zheng Yueqing;  Borrmann, H.;  Grin&#39;, Yu.;  Peters, K.;  von Schnering, H.G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1999) 625,  p2115-p2115
40952	C m c m	Ce (Co0.83 Si.17) Si2	BaCuSn2-CeNi(1-x)Si2	Single-crystal studies of non stoichiometric Ce Ni Si2-type phases in the Ce - Co Si and Lu Co - Si systems	Chabot, B.;  Parthe, E.;  Steinmetz, J.	Journal of the Less-Common Metals (1986) 125,  p147-p156
40953	C m c m	Lu Co0.64 Si2	BaCuSn2-CeNi(1-x)Si2	Single-crystal studies of non stoichiometric Ce Ni Si2-type phases in the Ce - Co Si and Lu Co - Si systems	Chabot, B.;  Parthe, E.;  Steinmetz, J.	Journal of the Less-Common Metals (1986) 125,  p147-p156
42369	P 4/n m m S	Ni Pd Ge	PbClF/Cu2Sb	The Cu2 Sb and related structures	Pearson, W.B.	Zeitschrift fuer Kristallographie (1979-2010) (1985) 171,  p23-p39
42373	I 4 m m	La Co Ge3	BaNiSn3	De nouvelles series de germaniures, isotypes de Yb3 Rh4 Sn13, dans les systemes ternaires TR-T-Ge ou TR est un element des terres rares et T = Co, Rh, Ir, Ru, Os	Venturini, G.;  Meot Meyer, M.;  Malaman, B.;  Roques, B.	Journal of the Less-Common Metals (1985) 113,  p197-p204
44466	F m -3 m	Ni6.67 Sn B2	Carbide(tau)-Cr23C6	Die Struktur der ternaeren Boride vom Chromkarbid-(Cr23 C6)-Typ	Stadelmaier, H.H.;  Draughn, R.A.;  Hofer, G.	Zeitschrift fuer Metallkunde (1963) 54,  p640-p644
44471	I 4/m c m	Ni4.43 Si2 B1.29	Mo5Si3	Das Dreistoffsystem Nickel-Bor-Silicium	Lugscheider, E.;  Reimann, H.;  Knotek, O.	Monatshefte fuer Chemie (1975) 106,  p1155-p1165
44473	P m -3 m	(Ni75 Si24)0.04 B0.02	Auricupride-AuCu3	Composition dependence of ductility in boron-doped, nickel-base L12 alloys	Taub, A.I.;  Briant, C.L.	Acta Metallurgica (1987) 35,  p1597-p1603
44657	I 4/m m m	Ir2 La Si2	ThCr2Si2	Polymorphism and superconductivity of La Ir2 Si2	Braun, H.F.;  Engel, N.;  Parthe, E.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1983) 28,  p1389-p1395
44658	P 4/n m m S	Ir2 La Si2	Be2CaGe2	Polymorphism and superconductivity of La Ir2 Si2	Braun, H.F.;  Engel, N.;  Parthe, E.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1983) 28,  p1389-p1395
44664	I 4/m m m	Ir2 Tb Si2	ThCr2Si2	Magnetic ordering in Ho Ru2 Si2, Ho Rh2 Si2, Tb Rh2 Si2, and Tb Ir2 Si2	Slaski, M.;  Leciejewicz, J.;  Szytula, A.	Journal of Magnetism and Magnetic Materials (1983) 39,  p268-p274
44665	P n m a	U Ir Si	TiNiSi-MgSrSi	Kondo fluctuations and magnetism in the new equiatomic ternary compounds U Ir Si and U Ir Ge	Chevalier, B.;  Lloret, B.;  Gravereau, P.;  Buffat, B.;  Etourneau, J.	Journal of Magnetism and Magnetic Materials (1988) 75,  p13-p18
44666	I 4/m m m	U Ir2 Si2	ThCr2Si2	Ternary R Me2 X2 alloys of the rare earths with the precious metals and silicon (or germanium)	Rossi, D.;  Marazza, R.;  Ferro, R.	Journal of the Less-Common Metals (1979) 66,  p17-p25
44667	I 4/m m m	Ir2 Y Si2	ThCr2Si2	Structural investigation of Y Ir2 Si2	Higashi, I.;  Lejay, P.;  Chevalier, B.;  Etourneau, J.;  Hagenmuller, P.	Revue de Chimie Minerale (1984) 21,  p239-p249
44668	P 4/n m m S	Ir2 Y Si2	Be2CaGe2	Proprietes structurales et electriques de nouveaux siliciures ternaires: Y Ir2 Si2 et La Ir2 Si2	Lejay, P.;  Higashi, I.;  Chevalier, B.;  Hirjak, M.;  Etourneau, J.;  Hagenmuller, P.	Comptes Rendus Hebdomadaires des Seances de l&#39;Academie des Sciences, Serie 2 (1984-1993) (1983) 296,  p1583-p1586
44690	P 6/m m m	La (Ni0.4 Si1.6)	AlB2	Rare earth - iron (cobalt, nickel) - silicon compounds	Mayer, I.;  Tassa, M.	Journal of the Less-Common Metals (1969) 19,  p173-p177
44691	P 6/m m m	La (Ni4.6 Si0.4)	CaCu5	The influence of Si on phase relation and hydrogen absorption properties of La Ni5	Liang Jing Kui;  Zhao Jing Tai	Wu Li Hsueh Pao (= Acta Physica Sinica) (1986) 35,  p505-p511
44698	P m -3 m	La Pd3 Si0.3	CxFe3Ge	Studies on the valence state of Ce and Eu in some new boron and silicon containing rare earth intermetallic compounds	Malik, S.K.;  Dhar, S.K.;  Vijayaraghavan, R.	Pramana, Journal of Physics (1984) 22,  p329-p344
44708	P 6/m m m	La Rh3 Si2	CaCu5	New ternary silicides in rare earth-rhodim-silicon systems. Crystal structure and magnetic properties	Chevalier, B.;  Cole, A.;  Lejay, P.;  Etourneau, J.	Materials Research Bulletin (1981) 16,  p1067-p1075
44709	P 6/m m m	La Ru3 Si2	CaCu5	Supraconductivite des composes TR - Ru3 Si2 (TR= La, Ce)	Godart, C.;  Gupta, L.C.;  Parks, R.D.;  Rauschwalbe, U.;  Alheim, U.;  Gottwick, U.;  Lieke, W.;  Steglich, F.	Annales de Chimie (Paris) (Vol=Year) (1984) 9,  p979-p985
44733	P 63/m m c	(Co3 Mn3 Si2)1.5	Laves(2H)-MgZn2	Crystal structure of ternary compounds of the Mn-Co-Si and Mn-Ni-Si systems	Gladyshevskii, E.I.;  Kripyakevich, P.I.;  Kuz&#39;ma, Yu.B.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR (1956) 1956, (1) p67-p71
44734	P 63/m m c	(Ni3 Mn3 Si2)1.5	Laves(2H)-MgZn2	Crystal structure of ternary compounds of the Mn-Co-Si and Mn-Ni-Si systems	Gladyshevskii, E.I.;  Kripyakevich, P.I.;  Kuz&#39;ma, Yu.B.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR (1956) 1956, (1) p67-p71
44735	P m -3 m	Co (Mn0.5 Si0.5)	CsCl	X-ray examination of some alloys of transition metals with silicon	Gladyshevskii, E.I.;  Kripyakevich, P.I.;  Kuz&#39;ma, Yu.B.	Fizika Metallov i Metallovedenie (1956) 2,  p454-p456
44784	P m -3 m	K (Fe F3)	Perovskite-CaTiO3	Antiferromagnetism in complex fluorides with perovskite structures	Martin, R.L.;  Nyholm, R.S.;  Stephenson, N.C.	Chemistry and Industry (London) (1956) 1956, (3) p83-p85
44785	P m -3 m	K Co F3	Perovskite-CaTiO3	Antiferromagnetism in complex fluorides with perovskite structures	Martin, R.L.;  Nyholm, R.S.;  Stephenson, N.C.	Chemistry and Industry (London) (1956) 1956, (3) p83-p85
44786	P m -3 m	K Ni F3	Perovskite-CaTiO3	Antiferromagnetism in complex fluorides with perovskite structures	Martin, R.L.;  Nyholm, R.S.;  Stephenson, N.C.	Chemistry and Industry (London) (1956) 1956, (3) p83-p85
44787	P m -3 m	K Zn F3	Perovskite-CaTiO3	Antiferromagnetism in complex fluorides with perovskite structures	Martin, R.L.;  Nyholm, R.S.;  Stephenson, N.C.	Chemistry and Industry (London) (1956) 1956, (3) p83-p85
44788	P m -3 m	K (Cd F3)	Perovskite-CaTiO3	Antiferromagnetism in complex fluorides with perovskite structures	Martin, R.L.;  Nyholm, R.S.;  Stephenson, N.C.	Chemistry and Industry (London) (1956) 1956, (3) p83-p85
44789	F m -3 m	Cs2 Ni F6	K2PtCl6	Ueber Strukturen von Fluorokomplexen mit vierwertigem Nickel und Chrom	Bode, H.;  Voss, E.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1956) 286,  p136-p141
44819	F m -3 m	Li Ni2 Si	Heusler-AlCu2Mn	Ternaere Phasen des Nickels mit Lithium und Silicium bzw. Germanium	Schuster, H.U.;  Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (2,1947-32,1977) (1969) 24,  p1190-p1190
44855	P m -3 m	Mg3 Zn C	Perovskite-CaTiO3	The structure and properties of some ternary alloys of manganese, zinc and carbon	Butters, R.G.;  Myers, H.P.	Philosophical Magazine, Serie 7(1926-46,1955) (1955) 46,  p132-p143
44926	R -3 m H	Mg2 Ni3 Si	Fe2Tb	Structure determination of Mg2 Si Ni3	Noreus, D.;  Eriksson, L.;  Goethe, L.;  Werner, P.E.	Journal of the Less-Common Metals (1985) 107,  p345-p349
76084	P n m a	Mn Ni Si	TiNiSi-MgSrSi	Crystal and magnetic structure of the Ni Mn Ge1-n Sin system	Bazela, W.;  Szytula, A.;  Todorovic, J.;  Zieba, A.	Physica Status Solidi A - Applications and Materials (1981) 64,  p367-p378
76134	F d -3 m S	Ni3 Mo3 C	Carbide(eta)-Fe3W3C	The formation of eta carbides	Kuo, K.	Acta Metallurgica (1953) 1,  p301-p304
76135	F d -3 m S	Fe2 Mo4 C	Carbide(eta)-Fe3W3C	The formation of eta carbides	Kuo, K.	Acta Metallurgica (1953) 1,  p301-p304
76136	F d -3 m S	Co2 Mo4 C	Carbide(eta)-Fe3W3C	The formation of eta carbides	Kuo, K.	Acta Metallurgica (1953) 1,  p301-p304
76137	F d -3 m S	Ni2 Mo4 C	Carbide(eta)-Fe3W3C	The formation of eta carbides	Kuo, K.	Acta Metallurgica (1953) 1,  p301-p304
76203	P n m a	Mn Rh Si	TiNiSi-MgSrSi	Magnetic properties of Rh Mn Si and Co Ti Si	Bazela-Wrobel, W.;  Szytula, A.;  Leciejewicz, J.	Physica Status Solidi A - Applications and Materials (1984) 82,  p195-p200
76275	F m -3 m	K2 (Ru Cl6)	K2PtCl6	The crystal structure of potassium hexachlororuthenate	Adams, C.S.;  Mellor, D.P.	Australian Journal of Scientific Research, Series A: Physical Sciences (1952) 5,  p577-p578
76286	P 63/m m c	Mo Ni Si	Laves(2H)-MgZn2	Crystal structure of ternary phases in the systems Mo (W) - Fe (Co, Ni) - Si	Gladyshevskii, E.I.;  Kuz&#39;ma, Yu.B.	Zhurnal Strukturnoi Khimii (Issue-No. from 1981) (1960) 1,  p66-p71
76291	I m m m	Ce3 Rh4 Ge4	Ni4U3Si4	Structural chemistry and magnetic properties of ternary germanides Ce3 Rh4 Ge4 and Ce3 Rh3 Ir Ge4	Rogl, P.;  Chevalier, B.;  Etourneau, J.	Journal of Solid State Chemistry (1990) 88,  p429-p434
76293	P 1 21/m 1	Y3 Pt4 Ge6		Crystal structure of Y3 Pt4 Ge6: An intergrowth of Ba Al4 and Y Ir Ge2 slabs	Venturini, G.;  Malaman, B.	Journal of the Less-Common Metals (1990) 167,  p45-p52
76299	I m m m	Sc9 Ni5 Ge8		Crystal structure of new germanide Sc9 Ni5 Ge8	Kotur, B.Ya.;  Andrusyak, R.I.;  Zavodnik, V.E.	Kristallografiya (1989) 34, (5) p1298-p1301
76301	B 1 1 2/m	Li2 (Pd2.7 Ge2.3)	Al3Y2Si2	Crystal structure of Li2 Pd2.7 Ge2.3	Pavlyuk, V.V.;  Pecharskii, V.K.;  Bodak, O.I.	Kristallografiya (1989) 34, (2) p306-p309
76302	I m m m	Nd Ir Ge2	IrYGe2	Crystal structure of Nd Ir Ge2	Salamakha, P.S.;  Pecharskii, V.K.;  Bodak, O.I.;  Bruskov, V.A.	Kristallografiya (1989) 34,  p78-p80
76303	B 1 1 2/b	Nd4 Rh4 Ge3	Ge3Nd4Rh4	Crystal structure of Nd4 Rh4 Ge3	Sologub, O.L.;  Bodak, O.I.;  Aslanov, L.A.;  Pecharskii, V.K.	Kristallografiya (1990) 35,  p495-p497
76317	P 6/m m m	Sr (Cu0.67 Si1.33)	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76318	P 6/m m m	Y Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76319	P 6/m m m	La Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76320	P 6/m m m	Ce Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76321	P 6/m m m	Pr Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76322	P 6/m m m	Nd Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76323	P 6/m m m	Sm Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
76324	P 6/m m m	Gd Cu Si	AlB2	Ternaere Erdalkali- und Seltene Erd-Silicide und -Germanide mit Al B2-Struktur	Rieger, W.;  Parthe, E.	Monatshefte fuer Chemie (1969) 100,  p439-p443
